sensor_id,sensor_type,location,lat,lon,timestamp,pressure,altitude,pressure_sealevel,temperature,humidity
3444,BME280,1736,52.067,6.967,2019-04-09T00:01:58,100769.11,,,9.75,62.54
3444,BME280,1736,52.067,6.967,2019-04-09T00:04:43,100766.81,,,9.65,62.72
3444,BME280,1736,52.067,6.967,2019-04-09T00:07:11,100768.63,,,9.59,62.72
3444,BME280,1736,52.067,6.967,2019-04-09T00:09:38,100768.38,,,9.73,62.45
3444,BME280,1736,52.067,6.967,2019-04-09T00:12:07,100765.75,,,9.62,62.66
3444,BME280,1736,52.067,6.967,2019-04-09T00:14:35,100765.24,,,9.57,62.83
3444,BME280,1736,52.067,6.967,2019-04-09T00:17:04,100764.64,,,9.48,62.79
3444,BME280,1736,52.067,6.967,2019-04-09T00:19:32,100765.51,,,9.54,62.60
3444,BME280,1736,52.067,6.967,2019-04-09T00:22:01,100765.23,,,9.35,63.00
3444,BME280,1736,52.067,6.967,2019-04-09T00:24:29,100772.94,,,9.33,62.81
3444,BME280,1736,52.067,6.967,2019-04-09T00:26:57,100762.48,,,9.37,62.92
3444,BME280,1736,52.067,6.967,2019-04-09T00:29:25,100759.52,,,9.07,63.85
3444,BME280,1736,52.067,6.967,2019-04-09T00:31:54,100769.64,,,9.07,63.75
3444,BME280,1736,52.067,6.967,2019-04-09T00:34:29,100758.54,,,8.97,63.66
3444,BME280,1736,52.067,6.967,2019-04-09T00:36:57,100759.13,,,8.89,63.99
3444,BME280,1736,52.067,6.967,2019-04-09T00:39:25,100763.34,,,8.92,63.79
3444,BME280,1736,52.067,6.967,2019-04-09T00:41:53,100760.30,,,8.80,64.03
3444,BME280,1736,52.067,6.967,2019-04-09T00:44:21,100767.73,,,8.80,64.13
3444,BME280,1736,52.067,6.967,2019-04-09T00:46:49,100772.53,,,8.75,64.17
3444,BME280,1736,52.067,6.967,2019-04-09T00:49:18,100769.33,,,8.88,63.67
3444,BME280,1736,52.067,6.967,2019-04-09T00:51:46,100772.31,,,8.78,64.14
3444,BME280,1736,52.067,6.967,2019-04-09T00:54:14,100761.95,,,8.75,64.22
3444,BME280,1736,52.067,6.967,2019-04-09T00:56:42,100762.67,,,8.72,64.60
3444,BME280,1736,52.067,6.967,2019-04-09T00:59:13,100763.05,,,8.78,64.12
3444,BME280,1736,52.067,6.967,2019-04-09T01:01:42,100761.43,,,8.65,64.53
3444,BME280,1736,52.067,6.967,2019-04-09T01:04:11,100765.48,,,8.52,65.10
3444,BME280,1736,52.067,6.967,2019-04-09T01:06:41,100754.77,,,8.48,65.19
3444,BME280,1736,52.067,6.967,2019-04-09T01:09:10,100767.99,,,8.48,65.27
3444,BME280,1736,52.067,6.967,2019-04-09T01:11:41,100753.55,,,8.47,65.53
3444,BME280,1736,52.067,6.967,2019-04-09T01:14:12,100753.55,,,8.47,65.53
3444,BME280,1736,52.067,6.967,2019-04-09T01:16:42,100760.03,,,8.25,66.49
3444,BME280,1736,52.067,6.967,2019-04-09T01:19:11,100763.42,,,8.27,66.65
3444,BME280,1736,52.067,6.967,2019-04-09T01:21:40,100767.28,,,8.28,66.65
3444,BME280,1736,52.067,6.967,2019-04-09T01:24:09,100765.08,,,7.92,68.26
3444,BME280,1736,52.067,6.967,2019-04-09T01:26:38,100765.05,,,8.04,68.07
3444,BME280,1736,52.067,6.967,2019-04-09T01:29:14,100762.78,,,7.87,68.34
3444,BME280,1736,52.067,6.967,2019-04-09T01:31:49,100775.98,,,7.87,69.02
3444,BME280,1736,52.067,6.967,2019-04-09T01:34:41,100777.31,,,7.87,68.96
3444,BME280,1736,52.067,6.967,2019-04-09T01:37:38,100779.56,,,7.86,69.27
3444,BME280,1736,52.067,6.967,2019-04-09T01:40:28,100779.61,,,7.92,69.13
3444,BME280,1736,52.067,6.967,2019-04-09T01:43:25,100776.45,,,7.87,69.42
3444,BME280,1736,52.067,6.967,2019-04-09T01:46:19,100778.99,,,7.88,69.39
3444,BME280,1736,52.067,6.967,2019-04-09T01:49:06,100767.20,,,7.56,70.68
3444,BME280,1736,52.067,6.967,2019-04-09T01:51:48,100775.25,,,7.73,70.34
3444,BME280,1736,52.067,6.967,2019-04-09T01:54:35,100767.97,,,7.64,70.70
3444,BME280,1736,52.067,6.967,2019-04-09T01:57:20,100771.06,,,7.58,71.04
3444,BME280,1736,52.067,6.967,2019-04-09T02:00:26,100777.35,,,7.50,71.48
3444,BME280,1736,52.067,6.967,2019-04-09T02:03:11,100775.53,,,7.50,71.60
3444,BME280,1736,52.067,6.967,2019-04-09T02:05:54,100777.41,,,7.55,71.46
3444,BME280,1736,52.067,6.967,2019-04-09T02:08:45,100780.95,,,7.49,71.72
3444,BME280,1736,52.067,6.967,2019-04-09T02:11:38,100776.99,,,7.49,71.89
3444,BME280,1736,52.067,6.967,2019-04-09T02:14:18,100784.05,,,7.36,72.47
3444,BME280,1736,52.067,6.967,2019-04-09T02:16:57,100781.22,,,7.26,72.92
3444,BME280,1736,52.067,6.967,2019-04-09T02:19:44,100787.32,,,7.27,72.93
3444,BME280,1736,52.067,6.967,2019-04-09T02:22:33,100784.05,,,7.23,73.28
3444,BME280,1736,52.067,6.967,2019-04-09T02:25:14,100787.58,,,7.29,72.99
3444,BME280,1736,52.067,6.967,2019-04-09T02:27:53,100780.56,,,7.23,73.33
3444,BME280,1736,52.067,6.967,2019-04-09T02:30:40,100780.44,,,7.12,73.74
3444,BME280,1736,52.067,6.967,2019-04-09T02:33:28,100784.45,,,7.17,73.53
3444,BME280,1736,52.067,6.967,2019-04-09T02:36:21,100780.27,,,7.08,74.03
3444,BME280,1736,52.067,6.967,2019-04-09T02:39:15,100790.33,,,7.15,73.57
3444,BME280,1736,52.067,6.967,2019-04-09T02:42:03,100787.69,,,7.15,73.71
3444,BME280,1736,52.067,6.967,2019-04-09T02:44:50,100791.59,,,7.10,74.08
3444,BME280,1736,52.067,6.967,2019-04-09T02:47:38,100788.19,,,7.08,74.13
3444,BME280,1736,52.067,6.967,2019-04-09T02:50:21,100790.63,,,6.98,74.42
3444,BME280,1736,52.067,6.967,2019-04-09T02:53:07,100788.31,,,6.87,74.90
3444,BME280,1736,52.067,6.967,2019-04-09T02:56:02,100788.75,,,6.93,74.60
3444,BME280,1736,52.067,6.967,2019-04-09T02:58:41,100788.30,,,6.74,75.29
3444,BME280,1736,52.067,6.967,2019-04-09T03:01:33,100789.80,,,6.78,75.24
3444,BME280,1736,52.067,6.967,2019-04-09T03:04:26,100790.16,,,6.60,75.80
3444,BME280,1736,52.067,6.967,2019-04-09T03:07:03,100791.55,,,6.65,75.83
3444,BME280,1736,52.067,6.967,2019-04-09T03:10:04,100789.65,,,6.67,75.80
